Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
26,No,Travel_Frequently,Research & Development,1,1,Female,1,Research Scientist,Divorced,2007,No,13,3,5,5,3
46,No,Travel_Rarely,Research & Development,1,4,Male,5,Research Director,Divorced,19627,No,17,3,23,2,2
54,No,Travel_Rarely,Sales,2,4,Female,3,Sales Executive,Married,10686,No,11,3,13,9,4
56,No,Travel_Frequently,Research & Development,9,3,Female,1,Research Scientist,Married,2942,No,19,3,18,5,4
36,No,Travel_Rarely,Research & Development,12,5,Female,3,Manufacturing Director,Single,8858,No,11,3,15,14,8
55,No,Non-Travel,Research & Development,2,1,Male,4,Manager,Single,16756,No,15,3,31,9,7
43,No,Travel_Rarely,Sales,25,3,Male,3,Sales Executive,Divorced,10798,No,13,3,18,1,0
20,Yes,Travel_Frequently,Sales,9,3,Female,1,Sales Representative,Single,2323,Yes,14,3,2,2,2
21,Yes,Travel_Rarely,Research & Development,10,3,Female,1,Laboratory Technician,Single,1416,No,13,3,1,1,0
46,No,Travel_Rarely,Research & Development,8,4,Female,2,Research Scientist,Divorced,4615,Yes,23,4,19,16,13
51,Yes,Travel_Rarely,Research & Development,4,4,Male,1,Research Scientist,Married,2461,Yes,12,3,18,10,0
28,Yes,Non-Travel,Research & Development,24,2,Male,3,Healthcare Representative,Single,8722,No,12,3,10,10,7
26,No,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,Married,3955,No,16,3,6,5,3
30,No,Travel_Rarely,Research & Development,20,3,Male,2,Manufacturing Director,Married,9957,No,15,3,7,6,2
41,No,Travel_Rarely,Research & Development,7,2,Female,1,Research Scientist,Married,3376,No,13,3,10,10,6
38,No,Travel_Rarely,Research & Development,17,1,Female,3,Healthcare Representative,Married,8823,No,18,3,20,19,9
40,No,Travel_Rarely,Research & Development,20,4,Male,3,Healthcare Representative,Married,10322,No,20,4,14,11,10
27,No,Non-Travel,Research & Development,8,5,Male,1,Laboratory Technician,Married,4621,No,19,3,3,3,2
55,No,Travel_Frequently,Research & Development,2,1,Male,3,Manufacturing Director,Married,10976,No,18,3,23,3,2
28,No,Travel_Rarely,Research & Development,10,3,Female,2,Research Scientist,Single,3660,No,13,3,10,8,7
44,Yes,Travel_Rarely,Human Resources,1,2,Male,3,Human Resources,Married,10482,No,14,3,24,20,6
33,No,Travel_Rarely,Research & Development,5,3,Male,3,Healthcare Representative,Divorced,7119,No,15,3,9,3,2
35,Yes,Travel_Rarely,Sales,4,3,Male,3,Sales Executive,Single,9582,Yes,22,4,9,8,7
33,Yes,Travel_Frequently,Research & Development,29,4,Female,2,Research Scientist,Single,4508,No,22,4,14,13,7
28,No,Travel_Rarely,Research & Development,15,2,Male,1,Laboratory Technician,Divorced,2207,No,16,3,4,4,2
34,No,Travel_Frequently,Research & Development,3,1,Male,2,Healthcare Representative,Single,7756,No,17,3,7,6,2
37,No,Travel_Rarely,Sales,10,4,Female,2,Sales Executive,Divorced,6694,Yes,14,3,8,1,0
25,Yes,Travel_Rarely,Research & Development,4,1,Male,1,Laboratory Technician,Married,3691,Yes,15,3,7,7,7
26,Yes,Travel_Rarely,Research & Development,21,3,Male,1,Laboratory Technician,Divorced,2377,No,20,4,1,1,1
33,Yes,Travel_Rarely,Research & Development,25,3,Male,1,Research Scientist,Single,2313,Yes,20,4,5,2,2
42,No,Travel_Rarely,Research & Development,2,2,Male,4,Manager,Married,17665,No,17,3,23,22,6
28,Yes,Travel_Frequently,Research & Development,1,3,Male,1,Laboratory Technician,Divorced,2596,No,15,3,1,1,0
50,Yes,Travel_Frequently,Sales,1,4,Male,2,Sales Executive,Single,4728,Yes,14,3,5,0,0
33,No,Travel_Frequently,Sales,7,3,Female,2,Sales Executive,Married,4302,No,17,3,4,3,2
34,No,Non-Travel,Research & Development,3,4,Male,1,Research Scientist,Married,2979,No,17,3,6,0,0
48,No,Non-Travel,Research & Development,1,4,Male,4,Manager,Single,16885,No,22,4,27,5,4
45,No,Non-Travel,Sales,9,4,Female,2,Sales Executive,Married,5593,No,13,3,15,15,10
52,No,Travel_Rarely,Research & Development,7,4,Male,3,Healthcare Representative,Single,10445,No,19,3,18,8,6
38,No,Travel_Rarely,Sales,10,4,Male,3,Sales Executive,Divorced,8740,Yes,14,3,9,8,7
29,No,Travel_Rarely,Research & Development,28,4,Female,1,Research Scientist,Divorced,2514,No,22,4,11,7,5
28,No,Travel_Rarely,Research & Development,3,3,Female,3,Manufacturing Director,Divorced,7655,No,17,3,10,9,7
46,No,Travel_Rarely,Sales,3,1,Male,4,Manager,Married,17465,No,12,3,23,12,9
38,No,Travel_Rarely,Sales,2,2,Male,3,Sales Executive,Single,7351,No,16,3,10,1,0
43,No,Travel_Frequently,Research & Development,27,3,Female,3,Manufacturing Director,Married,10820,No,11,3,18,8,7
39,Yes,Travel_Frequently,Research & Development,2,3,Male,4,Healthcare Representative,Divorced,12169,No,11,3,21,18,7
40,No,Travel_Rarely,Research & Development,14,3,Male,5,Research Director,Single,19626,No,14,3,21,20,7
21,No,Travel_Rarely,Research & Development,1,1,Female,1,Research Scientist,Single,2070,Yes,11,3,2,2,2
39,No,Non-Travel,Research & Development,9,3,Male,2,Laboratory Technician,Single,6782,No,15,3,9,5,4
36,No,Non-Travel,Research & Development,18,4,Male,2,Manufacturing Director,Single,7779,No,20,4,18,11,9
31,No,Travel_Frequently,Sales,20,3,Male,1,Sales Representative,Married,2791,No,12,3,3,2,2
28,No,Travel_Rarely,Research & Development,2,1,Male,1,Research Scientist,Married,3201,No,17,3,6,5,3
35,No,Travel_Frequently,Sales,11,2,Male,2,Sales Executive,Divorced,4968,No,11,3,5,5,2
49,No,Travel_Rarely,Sales,8,4,Male,4,Sales Executive,Married,13120,No,17,3,22,9,8
34,No,Travel_Frequently,Research & Development,2,2,Male,2,Manufacturing Director,Single,4033,No,11,3,5,3,2
29,No,Travel_Frequently,Research & Development,10,3,Female,1,Research Scientist,Divorced,3291,No,14,3,8,7,5
42,No,Travel_Rarely,Research & Development,29,3,Male,2,Laboratory Technician,Single,4272,No,19,3,16,1,0
29,No,Travel_Rarely,Research & Development,8,1,Male,2,Manufacturing Director,Married,5056,Yes,15,3,10,10,7
38,No,Travel_Rarely,Human Resources,1,3,Male,1,Human Resources,Married,2844,No,13,3,7,7,6
28,No,Travel_Frequently,Research & Development,6,3,Male,1,Research Scientist,Divorced,2703,Yes,14,3,3,3,1
18,Yes,Non-Travel,Research & Development,8,1,Male,1,Laboratory Technician,Single,1904,No,12,3,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Female,2,Sales Executive,Single,8224,Yes,17,3,6,5,2
41,No,Travel_Rarely,Research & Development,12,4,Male,1,Laboratory Technician,Married,4766,Yes,11,3,6,1,0
31,Yes,Travel_Frequently,Research & Development,15,3,Male,1,Laboratory Technician,Married,2610,No,12,3,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Female,2,Healthcare Representative,Divorced,5731,No,13,3,9,6,2
27,No,Travel_Rarely,Research & Development,6,3,Male,1,Research Scientist,Married,2539,No,13,3,4,4,2
34,No,Travel_Rarely,Sales,9,1,Female,2,Sales Executive,Married,5714,No,20,4,6,6,5
35,No,Travel_Rarely,Human Resources,8,4,Male,1,Human Resources,Single,4323,No,17,3,6,5,4
29,Yes,Travel_Rarely,Sales,23,1,Female,3,Sales Executive,Married,7336,No,13,3,11,11,8
40,No,Travel_Frequently,Research & Development,9,4,Female,3,Research Director,Single,13499,No,17,3,20,18,7
42,Yes,Travel_Frequently,Sales,12,3,Male,4,Sales Executive,Single,13758,Yes,12,3,22,21,9
42,No,Travel_Rarely,Sales,4,4,Male,2,Sales Executive,Single,5155,No,13,3,9,6,4
35,No,Travel_Rarely,Research & Development,1,4,Male,1,Laboratory Technician,Married,2258,No,12,3,10,8,0
24,No,Travel_Rarely,Research & Development,24,3,Male,1,Laboratory Technician,Single,3597,No,22,4,6,4,3
28,Yes,Travel_Rarely,Research & Development,12,1,Female,1,Laboratory Technician,Married,2515,Yes,11,3,1,1,1
26,No,Travel_Rarely,Research & Development,3,4,Male,1,Laboratory Technician,Married,4420,No,22,4,8,8,7
30,No,Travel_Rarely,Sales,10,3,Male,2,Sales Executive,Married,6578,No,18,3,10,10,3
40,No,Travel_Frequently,Research & Development,26,2,Female,2,Research Scientist,Married,4422,Yes,13,3,16,1,1
35,No,Travel_Rarely,Research & Development,2,3,Male,3,Manufacturing Director,Divorced,10274,No,18,3,15,7,7
34,No,Travel_Frequently,Research & Development,1,3,Male,2,Healthcare Representative,Single,5343,No,20,4,14,13,9
35,No,Travel_Frequently,Research & Development,4,4,Male,1,Laboratory Technician,Married,2376,No,13,3,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Female,2,Sales Executive,Single,5346,No,13,3,7,4,3
32,No,Non-Travel,Sales,2,1,Female,1,Sales Representative,Divorced,2827,No,12,3,1,1,0
56,No,Travel_Rarely,Research & Development,4,4,Female,5,Manager,Divorced,19943,No,13,3,28,5,2
29,No,Travel_Rarely,Research & Development,6,1,Female,1,Laboratory Technician,Married,3131,No,13,3,10,10,8
19,No,Travel_Rarely,Research & Development,9,2,Male,1,Research Scientist,Single,2552,No,25,4,1,1,1
45,No,Travel_Rarely,Research & Development,7,3,Female,1,Research Scientist,Married,4477,Yes,19,3,7,3,2
37,No,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,Married,6474,No,13,3,14,14,8
20,No,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,Single,3033,No,12,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,10,4,Male,1,Research Scientist,Single,2936,Yes,11,3,6,6,4
53,No,Travel_Rarely,Research & Development,7,2,Female,5,Manager,Divorced,18606,No,18,3,26,7,7
29,No,Travel_Rarely,Research & Development,15,1,Female,1,Research Scientist,Married,2168,Yes,18,3,6,5,4
22,Yes,Travel_Frequently,Research & Development,3,4,Male,1,Research Scientist,Married,2853,Yes,11,3,1,0,0
46,No,Travel_Rarely,Sales,2,3,Female,4,Manager,Married,17048,No,23,4,28,26,15
44,No,Non-Travel,Research & Development,17,3,Male,1,Research Scientist,Single,2290,No,13,3,6,0,0
33,No,Travel_Rarely,Human Resources,2,3,Male,1,Human Resources,Married,3600,No,13,3,5,5,4
41,Yes,Non-Travel,Research & Development,5,2,Male,1,Research Scientist,Divorced,2107,No,17,3,5,1,0
30,No,Travel_Rarely,Sales,29,4,Male,2,Sales Executive,Divorced,4115,No,19,3,8,4,3
40,No,Travel_Frequently,Sales,2,4,Male,2,Sales Executive,Married,4327,No,12,3,5,0,0
50,No,Travel_Frequently,Research & Development,2,3,Female,4,Manager,Married,17856,No,22,4,32,2,2
28,No,Travel_Rarely,Research & Development,19,4,Male,1,Laboratory Technician,Married,3196,No,12,3,6,6,5
46,No,Travel_Rarely,Research & Development,15,2,Male,5,Research Director,Married,19081,No,11,3,25,4,2
35,No,Travel_Rarely,Sales,17,4,Male,2,Sales Executive,Married,8966,Yes,15,3,15,7,7
24,Yes,Travel_Rarely,Research & Development,17,2,Female,1,Laboratory Technician,Married,2210,No,13,3,1,1,0
33,No,Travel_Frequently,Sales,25,3,Female,2,Sales Executive,Married,4539,No,12,3,10,10,7
36,No,Travel_Rarely,Research & Development,6,4,Male,1,Laboratory Technician,Divorced,2741,No,14,3,7,7,7
30,No,Travel_Rarely,Research & Development,7,4,Male,2,Laboratory Technician,Divorced,3491,No,13,3,10,10,7
44,No,Travel_Rarely,Research & Development,29,4,Male,2,Research Scientist,Single,4541,No,25,4,20,20,11
20,No,Travel_Rarely,Sales,21,3,Male,1,Sales Representative,Single,2678,No,17,3,2,2,1
46,No,Travel_Rarely,Research & Development,2,4,Male,2,Manufacturing Director,Divorced,7379,No,11,3,12,6,3
42,No,Non-Travel,Human Resources,2,5,Male,2,Human Resources,Married,6272,No,16,3,10,4,3
60,No,Travel_Rarely,Sales,7,4,Male,2,Sales Executive,Divorced,5220,Yes,18,3,12,11,7
32,No,Travel_Frequently,Research & Development,13,3,Female,1,Laboratory Technician,Married,2743,No,20,4,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Female,2,Research Scientist,Single,4998,Yes,14,3,10,8,7
36,No,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,Divorced,10252,Yes,21,4,17,7,7
33,No,Travel_Rarely,Research & Development,9,3,Male,1,Research Scientist,Married,2781,No,13,3,15,14,10
40,No,Travel_Rarely,Sales,10,3,Female,2,Sales Executive,Divorced,6852,No,12,3,7,5,1
25,No,Travel_Rarely,Sales,10,4,Male,2,Sales Executive,Single,4950,No,14,3,5,4,3
30,No,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,Married,3579,Yes,21,4,12,11,9
42,No,Travel_Frequently,Research & Development,26,5,Female,3,Research Director,Married,13191,Yes,17,3,20,1,0
35,No,Non-Travel,Sales,8,2,Female,3,Sales Executive,Married,10377,Yes,11,3,16,13,2
27,No,Travel_Rarely,Research & Development,14,3,Male,1,Research Scientist,Married,2235,Yes,14,3,9,9,7
54,No,Travel_Frequently,Research & Development,1,4,Female,3,Manufacturing Director,Divorced,10502,No,17,3,33,5,4
44,No,Travel_Rarely,Research & Development,2,1,Female,1,Research Scientist,Married,2011,No,13,3,10,10,5
19,Yes,Non-Travel,Research & Development,10,3,Female,1,Research Scientist,Single,1859,Yes,25,4,1,1,1
29,No,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,Divorced,3760,No,15,3,3,3,2
54,No,Travel_Rarely,Research & Development,3,3,Male,4,Research Director,Married,17779,No,14,3,36,10,9
31,No,Travel_Rarely,Research & Development,11,2,Male,2,Healthcare Representative,Married,6833,Yes,12,3,6,6,5
31,No,Travel_Rarely,Research & Development,24,3,Female,2,Healthcare Representative,Single,6812,No,19,3,10,10,9
59,No,Travel_Rarely,Sales,3,3,Female,2,Sales Executive,Single,5171,No,17,3,13,6,1
43,No,Travel_Rarely,Research & Development,3,3,Male,5,Research Director,Married,19740,No,14,3,25,8,7
49,No,Travel_Rarely,Research & Development,4,2,Male,5,Manager,Married,18711,No,13,3,23,1,0
36,No,Travel_Frequently,Research & Development,3,3,Male,1,Research Scientist,Married,3692,No,12,3,12,11,10
48,No,Travel_Rarely,Research & Development,2,2,Male,1,Laboratory Technician,Single,2559,No,11,3,7,1,0
27,No,Travel_Rarely,Research & Development,4,2,Male,1,Research Scientist,Divorced,2517,No,11,3,5,5,3
29,No,Travel_Rarely,Research & Development,7,3,Male,2,Healthcare Representative,Divorced,6623,Yes,11,3,6,6,0
48,No,Travel_Rarely,Research & Development,1,3,Male,5,Research Director,Single,18265,No,12,3,25,1,0
29,No,Travel_Rarely,Research & Development,1,3,Female,4,Research Director,Divorced,16124,No,14,3,9,7,7
34,No,Travel_Rarely,Research & Development,20,3,Female,1,Research Scientist,Married,2585,No,17,3,2,1,0
44,No,Travel_Rarely,Sales,5,3,Male,5,Manager,Married,18213,No,11,3,26,22,9
33,No,Travel_Rarely,Sales,10,5,Male,3,Sales Executive,Divorced,8380,Yes,14,3,10,9,8
19,No,Travel_Rarely,Research & Development,25,3,Female,1,Research Scientist,Single,2994,Yes,12,3,1,1,0
23,No,Travel_Rarely,Research & Development,1,2,Male,1,Research Scientist,Married,1223,No,22,4,1,1,0
25,Yes,Travel_Frequently,Sales,24,1,Male,1,Sales Representative,Single,1118,Yes,14,3,1,1,0
26,No,Travel_Rarely,Research & Development,4,2,Male,1,Research Scientist,Single,2875,Yes,20,4,8,8,5
45,Yes,Travel_Rarely,Sales,2,3,Female,5,Manager,Single,18824,Yes,16,3,26,24,10
55,No,Non-Travel,Research & Development,8,1,Male,4,Healthcare Representative,Divorced,13577,Yes,15,3,34,33,9
21,Yes,Travel_Frequently,Research & Development,10,2,Female,1,Laboratory Technician,Single,2625,No,20,4,2,2,2
46,No,Travel_Rarely,Sales,4,2,Female,5,Manager,Married,18789,No,14,3,26,11,4
34,No,Travel_Rarely,Sales,2,3,Female,2,Sales Executive,Single,4538,Yes,12,3,4,3,2
51,No,Travel_Frequently,Sales,9,3,Male,5,Manager,Divorced,19847,Yes,24,4,31,29,10
59,No,Travel_Rarely,Research & Development,18,4,Male,3,Manufacturing Director,Single,10512,No,12,3,25,9,7
34,No,Travel_Frequently,Research & Development,19,3,Female,2,Laboratory Technician,Divorced,4444,No,13,3,15,11,8
28,No,Travel_Frequently,Research & Development,1,4,Male,1,Laboratory Technician,Single,2154,Yes,11,3,5,4,2
44,No,Travel_Rarely,Research & Development,4,2,Male,5,Manager,Divorced,19190,No,14,3,26,25,9
34,No,Travel_Frequently,Human Resources,11,3,Male,2,Human Resources,Married,4490,No,11,3,14,10,9
35,No,Travel_Rarely,Research & Development,6,1,Male,1,Research Scientist,Married,3506,Yes,14,3,4,3,2
42,No,Travel_Rarely,Research & Development,7,4,Female,2,Research Scientist,Married,2372,Yes,16,3,18,1,0
43,No,Travel_Rarely,Sales,4,4,Female,3,Sales Executive,Single,10231,No,14,3,23,21,7
36,No,Travel_Rarely,Research & Development,2,4,Female,2,Manufacturing Director,Single,5410,Yes,11,3,18,16,14
44,Yes,Travel_Rarely,Research & Development,15,3,Female,3,Healthcare Representative,Married,7978,No,11,3,10,10,7
28,No,Travel_Frequently,Research & Development,2,3,Male,1,Laboratory Technician,Married,3867,Yes,12,3,2,2,2
51,No,Travel_Frequently,Research & Development,6,2,Female,1,Laboratory Technician,Single,2838,No,14,3,8,7,0
30,No,Non-Travel,Research & Development,9,2,Female,2,Manufacturing Director,Single,4695,Yes,18,3,10,8,4
29,Yes,Travel_Rarely,Research & Development,7,3,Female,1,Laboratory Technician,Divorced,3339,Yes,13,3,10,7,7
28,No,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,Single,2080,No,11,3,5,3,2
25,No,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,Single,2096,No,18,3,2,2,2
32,No,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,Married,6209,No,15,3,10,10,7
45,No,Travel_Frequently,Research & Development,25,3,Female,5,Manager,Single,18061,No,22,4,22,0,0
39,No,Travel_Rarely,Research & Development,13,4,Female,4,Manager,Divorced,17123,Yes,13,3,21,19,9
58,No,Travel_Rarely,Research & Development,23,4,Male,1,Research Scientist,Divorced,2372,No,12,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,2,Male,2,Laboratory Technician,Married,4883,No,18,3,10,10,4
39,Yes,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,Single,3904,No,13,3,6,5,2
30,No,Travel_Rarely,Research & Development,6,3,Female,2,Laboratory Technician,Married,4627,No,12,3,10,9,2
36,No,Travel_Rarely,Research & Development,10,4,Female,3,Healthcare Representative,Married,7094,No,12,3,10,7,7
46,No,Travel_Rarely,Human Resources,1,2,Female,1,Human Resources,Single,3423,No,12,3,10,7,6
28,No,Non-Travel,Research & Development,1,3,Female,2,Laboratory Technician,Married,6674,No,11,3,10,9,8
50,No,Travel_Rarely,Research & Development,28,3,Female,4,Research Director,Married,16880,Yes,11,3,25,3,2
40,Yes,Travel_Rarely,Sales,25,4,Male,3,Sales Executive,Single,9094,Yes,12,3,9,5,4
52,Yes,Travel_Rarely,Sales,5,3,Male,3,Sales Executive,Single,8446,Yes,19,3,10,8,7
30,No,Travel_Rarely,Research & Development,17,4,Female,3,Manager,Married,11916,Yes,23,4,9,9,1
39,No,Travel_Rarely,Research & Development,18,2,Male,2,Manufacturing Director,Single,4534,No,11,3,9,8,7
31,No,Non-Travel,Sales,2,4,Female,3,Sales Executive,Divorced,9852,Yes,19,3,10,10,8
41,No,Non-Travel,Sales,10,2,Male,2,Sales Executive,Single,6151,No,13,3,19,19,2
31,Yes,Travel_Frequently,Sales,1,3,Female,1,Sales Representative,Single,2302,Yes,11,3,3,3,2
44,Yes,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,Married,2362,No,12,3,10,3,2
42,No,Non-Travel,Research & Development,2,1,Male,4,Manager,Married,17861,Yes,13,3,21,20,8
55,No,Travel_Rarely,Research & Development,2,2,Female,5,Manager,Married,19187,No,14,3,23,19,9
56,No,Travel_Rarely,Human Resources,8,4,Male,5,Manager,Single,19717,No,14,3,36,7,3
40,No,Non-Travel,Research & Development,16,2,Male,1,Research Scientist,Divorced,3544,No,16,3,6,4,2
34,No,Travel_Rarely,Research & Development,9,3,Male,3,Healthcare Representative,Divorced,8500,No,11,3,10,9,7
40,No,Travel_Rarely,Research & Development,2,3,Male,2,Research Scientist,Single,4661,No,13,3,9,9,8
41,No,Travel_Frequently,Sales,1,3,Female,2,Sales Executive,Divorced,4103,No,17,3,10,9,3
35,No,Travel_Frequently,Research & Development,4,4,Male,2,Research Scientist,Single,4249,Yes,11,3,9,9,6
51,No,Travel_Rarely,Human Resources,5,3,Male,4,Manager,Divorced,14026,Yes,11,3,33,33,9
38,No,Travel_Rarely,Sales,2,2,Female,2,Sales Executive,Divorced,6893,No,15,3,11,7,7
34,No,Travel_Rarely,Sales,15,2,Female,2,Sales Executive,Single,6125,No,12,3,10,10,8
25,No,Travel_Rarely,Research & Development,19,1,Male,1,Laboratory Technician,Married,3669,No,11,3,7,3,2
58,Yes,Travel_Rarely,Research & Development,7,4,Female,3,Manufacturing Director,Married,10008,Yes,14,3,31,10,9
40,No,Travel_Rarely,Research & Development,1,4,Male,1,Laboratory Technician,Married,2387,No,22,4,7,4,2
36,No,Travel_Frequently,Sales,7,3,Female,2,Sales Executive,Married,4639,No,16,3,17,15,7
48,No,Travel_Rarely,Research & Development,4,3,Male,3,Manufacturing Director,Single,7898,No,11,3,11,10,9
27,No,Travel_Rarely,Sales,11,3,Female,1,Sales Representative,Married,2534,No,14,3,5,1,0
51,No,Travel_Rarely,Research & Development,11,2,Female,4,Manufacturing Director,Single,13142,No,16,3,29,5,2
18,No,Non-Travel,Research & Development,1,3,Female,1,Laboratory Technician,Single,1611,No,15,3,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,Female,2,Laboratory Technician,Married,5363,No,12,3,10,9,7
27,No,Travel_Frequently,Sales,2,1,Male,2,Sales Executive,Single,5071,No,20,4,8,6,2
55,Yes,Travel_Rarely,Sales,13,4,Male,4,Sales Executive,Single,13695,Yes,17,3,24,19,7
56,No,Travel_Rarely,Research & Development,23,3,Male,4,Manufacturing Director,Married,13402,Yes,12,3,33,19,16
34,No,Non-Travel,Research & Development,26,1,Female,1,Research Scientist,Divorced,2029,No,20,4,5,5,4
40,No,Travel_Rarely,Research & Development,2,1,Female,2,Healthcare Representative,Divorced,6377,No,20,4,15,12,11
34,No,Travel_Rarely,Research & Development,29,3,Male,2,Laboratory Technician,Married,5429,No,13,3,10,8,7
31,Yes,Travel_Frequently,Sales,2,3,Female,1,Sales Representative,Single,2785,No,14,3,3,1,0
35,Yes,Travel_Frequently,Sales,18,4,Female,2,Sales Executive,Married,4614,Yes,18,3,5,4,2
38,No,Travel_Frequently,Research & Development,7,3,Male,1,Research Scientist,Divorced,2610,No,11,3,4,4,2
34,No,Travel_Rarely,Research & Development,2,4,Female,2,Healthcare Representative,Single,6687,No,11,3,14,14,11
28,No,Travel_Rarely,Sales,26,3,Male,2,Sales Executive,Married,4724,No,11,3,5,5,3
31,Yes,Travel_Rarely,Research & Development,22,4,Male,2,Manufacturing Director,Married,6179,Yes,15,3,10,10,2
39,No,Travel_Rarely,Sales,21,4,Male,2,Sales Executive,Married,6120,Yes,12,3,8,5,4
51,No,Travel_Frequently,Sales,2,3,Male,3,Sales Executive,Married,10596,No,11,3,14,4,2
41,No,Travel_Frequently,Research & Development,22,3,Female,2,Research Scientist,Divorced,5467,Yes,14,3,12,6,2
37,No,Travel_Rarely,Research & Development,4,1,Male,1,Research Scientist,Married,2996,Yes,15,3,8,6,4
33,No,Travel_Frequently,Sales,5,1,Male,2,Sales Executive,Married,9998,No,13,3,8,5,4
32,No,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,Married,4078,Yes,13,3,4,3,2
39,No,Non-Travel,Research & Development,25,2,Male,3,Healthcare Representative,Married,10920,No,21,4,13,6,4
25,No,Travel_Rarely,Sales,18,1,Male,2,Sales Executive,Married,6232,No,11,3,6,3,2
52,No,Travel_Frequently,Research & Development,28,2,Female,4,Manufacturing Director,Married,13247,Yes,11,3,24,5,3
43,No,Travel_Rarely,Research & Development,6,3,Female,2,Research Scientist,Single,4081,Yes,14,3,20,20,7
27,No,Travel_Rarely,Sales,10,3,Female,2,Sales Executive,Married,5769,Yes,11,3,6,6,2
27,Yes,Travel_Rarely,Research & Development,17,4,Female,1,Research Scientist,Single,2394,Yes,13,3,8,8,2
26,No,Travel_Rarely,Research & Development,2,1,Male,1,Research Scientist,Single,3904,No,12,3,5,4,3
42,No,Travel_Rarely,Human Resources,10,3,Female,4,Manager,Married,16799,No,14,3,21,20,7
52,No,Travel_Rarely,Research & Development,8,4,Female,1,Laboratory Technician,Married,2950,No,13,3,12,5,4
37,No,Travel_Rarely,Research & Development,11,3,Female,1,Laboratory Technician,Single,3629,No,18,3,8,3,2
35,No,Travel_Frequently,Research & Development,18,2,Male,3,Manufacturing Director,Single,9362,No,11,3,10,2,2
25,No,Travel_Rarely,Research & Development,1,3,Male,1,Laboratory Technician,Married,3229,No,11,3,7,3,2
26,No,Travel_Rarely,Research & Development,7,3,Male,1,Laboratory Technician,Single,3578,No,12,3,8,7,7
29,No,Travel_Rarely,Human Resources,17,3,Male,3,Human Resources,Single,7988,No,13,3,10,10,9
49,Yes,Travel_Frequently,Research & Development,28,2,Male,2,Laboratory Technician,Single,4284,No,20,4,20,4,3
29,Yes,Travel_Frequently,Research & Development,14,1,Female,3,Healthcare Representative,Single,7553,Yes,12,3,9,8,7
54,No,Travel_Rarely,Research & Development,1,3,Female,4,Research Director,Single,17328,No,19,3,29,20,7
58,No,Travel_Rarely,Research & Development,1,3,Female,5,Research Director,Married,19701,Yes,21,4,32,9,8
55,No,Travel_Rarely,Research & Development,1,4,Male,4,Research Director,Divorced,14732,No,13,3,31,7,7
36,No,Travel_Rarely,Sales,3,4,Female,2,Sales Executive,Single,9278,Yes,16,3,15,5,4
31,Yes,Travel_Frequently,Sales,1,4,Female,1,Sales Representative,Single,1359,No,12,3,1,1,0
30,No,Travel_Rarely,Sales,7,4,Female,2,Sales Executive,Divorced,4779,No,14,3,8,3,2
31,No,Travel_Rarely,Research & Development,8,5,Female,4,Research Director,Single,16422,No,11,3,9,3,2
34,No,Travel_Frequently,Research & Development,1,4,Male,1,Research Scientist,Divorced,2996,No,14,3,10,4,3
31,Yes,Travel_Rarely,Research & Development,8,3,Female,1,Research Scientist,Single,1261,No,12,3,1,1,0
27,No,Travel_Rarely,Research & Development,11,1,Male,1,Laboratory Technician,Married,2099,No,14,3,6,5,0
36,No,Travel_Rarely,Research & Development,4,4,Male,2,Laboratory Technician,Single,5810,No,16,3,10,10,4
36,No,Travel_Rarely,Sales,16,4,Female,2,Sales Executive,Married,5647,No,13,3,11,3,2
47,No,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,Married,3420,No,12,3,17,6,5
25,Yes,Travel_Rarely,Sales,9,2,Male,1,Sales Representative,Married,4400,No,12,3,6,3,2
37,No,Non-Travel,Research & Development,5,2,Male,1,Laboratory Technician,Single,3500,No,14,3,7,6,5
56,No,Travel_Rarely,Research & Development,1,2,Female,1,Research Scientist,Married,2066,No,22,4,5,3,2
47,No,Travel_Rarely,Research & Development,2,4,Female,4,Research Director,Married,17169,No,19,3,26,20,17
24,No,Travel_Rarely,Sales,4,1,Female,2,Sales Executive,Married,4162,Yes,12,3,5,5,4
